customer_id,first_name,last_name,email,phone,loyalty_points
121,suphia,williems,suphia.williems13@example.com,555-647-5450,278
122,sophia,willians,sophia.willians14@example.com,555-049-4530,211
123,sopiia,williamz,sopiia.williamz15@example.com,555-256-5141,280
124,sophya,williams,sophya.williams16@example.com,555-282-0178,224
125,sophie,wylliams,sophie.wylliams17@example.com,555-032-9293,254
126,zophia,williams,zophia.williams18@example.com,555-380-8700,220
127,suphia,wilmiams,suphia.wilmiams19@example.com,555-845-5244,208
128,sophia,willyams,sophia.willyams20@example.com,555-599-8515,246
129,sopiia,williems,sopiia.williems21@example.com,555-009-1146,254
130,sophya,willians,sophya.willians22@example.com,555-661-5965,299
131,sophie,williamz,sophie.williamz23@example.com,555-559-4117,237
132,zophia,williams,zophia.williams24@example.com,555-737-8882,222
133,suphia,wylliams,suphia.wylliams25@example.com,555-099-4373,288
134,sophia,williams,sophia.williams26@example.com,555-381-4106,290
135,sopiia,wilmiams,sopiia.wilmiams27@example.com,555-046-3768,274
136,sophya,willyams,sophya.willyams28@example.com,555-451-4199,274
137,sophie,williems,sophie.williems29@example.com,555-774-2292,282
138,zophia,willians,zophia.willians30@example.com,555-647-4794,245
139,suphia,williamz,suphia.williamz31@example.com,555-381-9855,278
140,sophia,williams,sophia.williams32@example.com,555-292-2917,258
141,sopiia,wylliams,sopiia.wylliams33@example.com,555-727-8095,286
142,sophya,williams,sophya.williams34@example.com,555-025-5584,271
143,sophie,wilmiams,sophie.wilmiams35@example.com,555-222-7964,231
144,zophia,willyams,zophia.willyams36@example.com,555-538-0946,285
145,suphia,williems,suphia.williems37@example.com,555-900-0441,251
146,sophia,willians,sophia.willians38@example.com,555-486-5874,247
147,sopiia,williamz,sopiia.williamz39@example.com,555-868-6754,277
148,sophya,williams,sophya.williams40@example.com,555-683-1585,274
149,sophie,wylliams,sophie.wylliams41@example.com,555-026-7127,248
150,zophia,williams,zophia.williams42@example.com,555-566-5263,293
151,suphia,wilmiams,suphia.wilmiams43@example.com,555-103-4977,217
152,sophia,willyams,sophia.willyams44@example.com,555-457-3192,222
153,sopiia,williems,sopiia.williems45@example.com,555-077-0071,280
154,sophya,willians,sophya.willians46@example.com,555-050-0310,200
155,sophie,williamz,sophie.williamz47@example.com,555-284-2674,248
156,zophia,williams,zophia.williams48@example.com,555-938-9754,206
157,suphia,wylliams,suphia.wylliams49@example.com,555-857-4798,282
158,jecob,bsown,jecob.bsown1@example.com,555-721-2833,205
159,jacob,bruwn,jacob.bruwn2@example.com,555-275-7688,181
160,jacub,broxn,jacub.broxn3@example.com,555-117-8701,279
161,jacob,brown,jacob.brown4@example.com,555-555-9882,207
162,kacob,crown,kacob.crown5@example.com,555-633-8734,226
163,jecob,brown,jecob.brown6@example.com,555-745-1282,220
164,jadob,bruwn,jadob.bruwn7@example.com,555-074-6622,188
165,jacub,brown,jacub.brown8@example.com,555-486-1404,204
166,jacoc,browo,jacoc.browo9@example.com,555-865-8535,247
167,jacob,brown,jacob.brown10@example.com,555-441-0004,247
168,jecob,bsown,jecob.bsown11@example.com,555-048-2944,212
169,jacob,bruwn,jacob.bruwn12@example.com,555-821-0338,250
170,jacub,broxn,jacub.broxn13@example.com,555-536-1679,203
171,jacob,brown,jacob.brown14@example.com,555-544-6460,239
172,kacob,crown,kacob.crown15@example.com,555-854-2307,238
173,jecob,brown,jecob.brown16@example.com,555-718-4575,193
174,jadob,bruwn,jadob.bruwn17@example.com,555-505-1187,187
175,jacub,brown,jacub.brown18@example.com,555-887-6680,247
176,jacoc,browo,jacoc.browo19@example.com,555-844-8871,270
177,jacob,brown,jacob.brown20@example.com,555-858-6579,251
178,jecob,bsown,jecob.bsown21@example.com,555-349-7385,244
179,jacob,bruwn,jacob.bruwn22@example.com,555-211-1744,203
180,jacub,broxn,jacub.broxn23@example.com,555-411-8060,259
181,jacob,brown,jacob.brown24@example.com,555-870-3089,273
182,kacob,crown,kacob.crown25@example.com,555-917-2213,215
183,jecob,brown,jecob.brown26@example.com,555-675-7054,229
184,jadob,bruwn,jadob.bruwn27@example.com,555-857-9047,275
185,jacub,brown,jacub.brown28@example.com,555-542-9815,207
186,jacoc,browo,jacoc.browo29@example.com,555-500-8765,268
187,jacob,brown,jacob.brown30@example.com,555-666-9836,271
188,jecob,bsown,jecob.bsown31@example.com,555-057-8290,277
189,jacob,bruwn,jacob.bruwn32@example.com,555-382-7741,252
190,jacub,broxn,jacub.broxn33@example.com,555-159-5507,207
191,jacob,brown,jacob.brown34@example.com,555-525-0865,265
192,kacob,crown,kacob.crown35@example.com,555-430-2126,257
193,jecob,brown,jecob.brown36@example.com,555-818-2646,266
194,jadob,bruwn,jadob.bruwn37@example.com,555-725-3992,261
195,jacub,brown,jacub.brown38@example.com,555-864-9751,208
196,jacoc,browo,jacoc.browo39@example.com,555-651-3021,235
197,jacob,brown,jacob.brown40@example.com,555-128-0280,255
198,jecob,bsown,jecob.bsown41@example.com,555-399-0010,260
199,jacob,bruwn,jacob.bruwn42@example.com,555-343-7599,256
200,jacub,broxn,jacub.broxn43@example.com,555-071-6442,180
201,jacob,brown,jacob.brown44@example.com,555-088-7178,212
202,kacob,crown,kacob.crown45@example.com,555-154-5181,192
203,jecob,brown,jecob.brown46@example.com,555-781-2169,254
204,jadob,bruwn,jadob.bruwn47@example.com,555-375-7691,251
205,jacub,brown,jacub.brown48@example.com,555-100-9751,237
206,jacoc,browo,jacoc.browo49@example.com,555-479-2749,273
207,omivia,junes,omivia.junes1@example.com,555-233-8280,264
208,olyvia,jones,olyvia.jones2@example.com,555-637-3564,306
209,oliwia,jonis,oliwia.jonis3@example.com,555-224-2493,277
210,olivya,jonez,olivya.jonez4@example.com,555-592-4748,279
211,olivie,kones,olivie.kones5@example.com,555-109-2852,229
212,ulivia,junes,ulivia.junes6@example.com,555-668-3076,273
213,omivia,jooes,omivia.jooes7@example.com,555-351-9246,276
214,olyvia,jonis,olyvia.jonis8@example.com,555-116-5561,263
215,oliwia,jonez,oliwia.jonez9@example.com,555-017-6421,235
216,olivya,jones,olivya.jones10@example.com,555-220-0792,293
217,olivie,junes,olivie.junes11@example.com,555-413-5114,251
218,ulivia,jones,ulivia.jones12@example.com,555-160-1012,222
219,omivia,jonis,omivia.jonis13@example.com,555-898-7736,237
220,olyvia,jonez,olyvia.jonez14@example.com,555-684-0826,255
221,oliwia,kones,oliwia.kones15@example.com,555-597-6277,254
222,olivya,junes,olivya.junes16@example.com,555-268-1699,224
223,olivie,jooes,olivie.jooes17@example.com,555-088-9472,266
224,ulivia,jonis,ulivia.jonis18@example.com,555-431-2433,312
225,omivia,jonez,omivia.jonez19@example.com,555-101-0165,297
226,olyvia,jones,olyvia.jones20@example.com,555-817-7328,241
227,oliwia,junes,oliwia.junes21@example.com,555-034-2210,220
228,olivya,jones,olivya.jones22@example.com,555-566-5319,316
229,olivie,jonis,olivie.jonis23@example.com,555-680-8916,261
230,ulivia,jonez,ulivia.jonez24@example.com,555-700-2898,254
231,omivia,kones,omivia.kones25@example.com,555-308-3432,298
232,olyvia,junes,olyvia.junes26@example.com,555-729-4823,242
233,oliwia,jooes,oliwia.jooes27@example.com,555-945-5927,232
234,olivya,jonis,olivya.jonis28@example.com,555-665-1150,277
235,olivie,jonez,olivie.jonez29@example.com,555-861-2922,307
236,ulivia,jones,ulivia.jones30@example.com,555-061-5265,264
237,omivia,junes,omivia.junes31@example.com,555-044-1235,268
238,olyvia,jones,olyvia.jones32@example.com,555-382-5052,257
239,oliwia,jonis,oliwia.jonis33@example.com,555-370-3056,261
240,olivya,jonez,olivya.jonez34@example.com,555-222-9025,304
241,olivie,kones,olivie.kones35@example.com,555-378-8229,317
242,ulivia,junes,ulivia.junes36@example.com,555-258-0768,280
243,omivia,jooes,omivia.jooes37@example.com,555-338-2182,227
244,olyvia,jonis,olyvia.jonis38@example.com,555-395-1268,264
245,oliwia,jonez,oliwia.jonez39@example.com,555-084-3147,251
246,olivya,jones,olivya.jones40@example.com,555-023-5216,273
247,olivie,junes,olivie.junes41@example.com,555-257-4211,253
248,ulivia,jones,ulivia.jones42@example.com,555-959-3063,285
249,omivia,jonis,omivia.jonis43@example.com,555-873-3718,243
250,olyvia,jonez,olyvia.jonez44@example.com,555-172-4853,310
251,oliwia,kones,oliwia.kones45@example.com,555-418-2017,295
252,olivya,junes,olivya.junes46@example.com,555-017-4564,243
253,olivie,jooes,olivie.jooes47@example.com,555-695-4914,257
254,ulivia,jonis,ulivia.jonis48@example.com,555-264-5938,237
255,omivia,jonez,omivia.jonez49@example.com,555-166-9080,224
256,euhan,gercia,euhan.gercia1@example.com,555-886-8874,267
257,ethan,garcia,ethan.garcia2@example.com,555-323-2498,217
258,ethen,gardia,ethen.gardia3@example.com,555-364-0770,219
259,ethan,garcya,ethan.garcya4@example.com,555-143-8519,272
260,ithan,garcie,ithan.garcie5@example.com,555-522-9978,232
261,ethan,garcia,ethan.garcia6@example.com,555-766-4623,191
262,etian,gercia,etian.gercia7@example.com,555-222-1224,284
263,ethen,garcia,ethen.garcia8@example.com,555-438-5316,224
264,ethao,gardia,ethao.gardia9@example.com,555-501-7969,238
265,ithan,garcya,ithan.garcya10@example.com,555-635-7162,257
266,euhan,garcie,euhan.garcie11@example.com,555-519-2821,275
267,ethan,garcia,ethan.garcia12@example.com,555-815-3359,213
268,ethen,gercia,ethen.gercia13@example.com,555-643-4343,214
269,ethan,garcia,ethan.garcia14@example.com,555-490-1839,234
270,ithan,gardia,ithan.gardia15@example.com,555-329-8884,235
271,ethan,garcya,ethan.garcya16@example.com,555-063-7829,262
272,etian,garcie,etian.garcie17@example.com,555-800-9132,206
273,ethen,garcia,ethen.garcia18@example.com,555-799-4741,287
274,ethao,gercia,ethao.gercia19@example.com,555-602-4607,239
275,ithan,garcia,ithan.garcia20@example.com,555-242-7025,268
276,euhan,gardia,euhan.gardia21@example.com,555-310-8497,221
277,ethan,garcya,ethan.garcya22@example.com,555-928-9771,199
278,ethen,garcie,ethen.garcie23@example.com,555-889-5009,273
279,ethan,garcia,ethan.garcia24@example.com,555-191-6621,263
280,ithan,gercia,ithan.gercia25@example.com,555-510-4533,263
281,ethan,garcia,ethan.garcia26@example.com,555-949-1807,195
282,etian,gardia,etian.gardia27@example.com,555-695-4265,194
283,ethen,garcya,ethen.garcya28@example.com,555-656-3415,263
284,ethao,garcie,ethao.garcie29@example.com,555-202-7224,190
285,ithan,garcia,ithan.garcia30@example.com,555-823-7458,215
286,euhan,gercia,euhan.gercia31@example.com,555-091-9278,226
287,ethan,garcia,ethan.garcia32@example.com,555-340-4314,203
288,ethen,gardia,ethen.gardia33@example.com,555-278-0703,241
289,ethan,garcya,ethan.garcya34@example.com,555-934-3746,196
290,ithan,garcie,ithan.garcie35@example.com,555-067-2452,192
291,ethan,garcia,ethan.garcia36@example.com,555-252-3660,197
292,etian,gercia,etian.gercia37@example.com,555-049-5948,272
293,ethen,garcia,ethen.garcia38@example.com,555-879-1173,284
294,ethao,gardia,ethao.gardia39@example.com,555-560-4769,260
295,ithan,garcya,ithan.garcya40@example.com,555-026-6555,209
296,euhan,garcie,euhan.garcie41@example.com,555-748-8403,285
297,ethan,garcia,ethan.garcia42@example.com,555-201-9535,206
298,ethen,gercia,ethen.gercia43@example.com,555-364-1520,256
299,ethan,garcia,ethan.garcia44@example.com,555-100-4856,202
300,ithan,gardia,ithan.gardia45@example.com,555-161-3562,219
301,ethan,garcya,ethan.garcya46@example.com,555-874-2334,244
302,etian,garcie,etian.garcie47@example.com,555-676-5386,256
303,ethen,garcia,ethen.garcia48@example.com,555-816-2049,247
304,ethao,gercia,ethao.gercia49@example.com,555-919-6802,254
305,enma,myller,enma.myller1@example.com,555-246-1173,294
306,emna,miller,emna.miller2@example.com,555-677-4309,222
307,emme,milmer,emme.milmer3@example.com,555-072-2930,234
308,imma,millir,imma.millir4@example.com,555-735-0991,238
309,enma,milles,enma.milles5@example.com,555-212-1683,230
310,emna,niller,emna.niller6@example.com,555-210-9511,222
311,emme,myller,emme.myller7@example.com,555-832-0323,276
312,imma,miller,imma.miller8@example.com,555-628-2213,232
313,enma,milmer,enma.milmer9@example.com,555-780-7820,266
314,emna,millir,emna.millir10@example.com,555-542-4896,292
315,emme,milles,emme.milles11@example.com,555-894-2244,253
316,imma,niller,imma.niller12@example.com,555-039-4730,234
317,enma,myller,enma.myller13@example.com,555-837-5545,236
318,emna,miller,emna.miller14@example.com,555-762-5419,252
319,emme,milmer,emme.milmer15@example.com,555-362-5350,268
320,imma,millir,imma.millir16@example.com,555-364-3876,294
321,enma,milles,enma.milles17@example.com,555-441-3374,246
322,emna,niller,emna.niller18@example.com,555-946-1365,294
323,emme,myller,emme.myller19@example.com,555-632-5496,295
324,imma,miller,imma.miller20@example.com,555-873-4248,260
325,enma,milmer,enma.milmer21@example.com,555-882-8429,266
326,emna,millir,emna.millir22@example.com,555-138-7272,232
327,emme,milles,emme.milles23@example.com,555-943-2290,241
328,imma,niller,imma.niller24@example.com,555-466-0992,219
329,enma,myller,enma.myller25@example.com,555-909-5526,213
330,emna,miller,emna.miller26@example.com,555-454-4436,295
331,emme,milmer,emme.milmer27@example.com,555-952-9086,278
332,imma,millir,imma.millir28@example.com,555-883-8596,274
333,enma,milles,enma.milles29@example.com,555-159-9817,252
334,emna,niller,emna.niller30@example.com,555-696-3756,289
335,emme,myller,emme.myller31@example.com,555-639-4854,260
336,imma,miller,imma.miller32@example.com,555-624-2596,252
337,enma,milmer,enma.milmer33@example.com,555-292-5303,287
338,emna,millir,emna.millir34@example.com,555-687-9654,286
339,emme,milles,emme.milles35@example.com,555-446-8073,279
340,imma,niller,imma.niller36@example.com,555-443-8594,306
341,enma,myller,enma.myller37@example.com,555-876-2359,265
342,emna,miller,emna.miller38@example.com,555-331-0838,252
343,emme,milmer,emme.milmer39@example.com,555-139-4386,287
344,imma,millir,imma.millir40@example.com,555-226-7009,292
345,enma,milles,enma.milles41@example.com,555-504-6964,306
346,emna,niller,emna.niller42@example.com,555-634-8510,245
347,emme,myller,emme.myller43@example.com,555-085-0292,299
348,imma,miller,imma.miller44@example.com,555-884-1987,243
349,enma,milmer,enma.milmer45@example.com,555-425-7517,258
350,emna,millir,emna.millir46@example.com,555-109-3414,247
351,emme,milles,emme.milles47@example.com,555-387-0221,304
352,imma,niller,imma.niller48@example.com,555-631-1038,272
353,enma,myller,enma.myller49@example.com,555-904-2041,240
354,amexander,devis,amexander.devis1@example.com,555-252-0925,240
355,alixander,davis,alixander.davis2@example.com,555-142-0824,268
356,aleyander,davys,aleyander.davys3@example.com,555-459-6803,172
357,alexender,daviz,alexender.daviz4@example.com,555-582-5215,256
358,alexaoder,eavis,alexaoder.eavis5@example.com,555-016-2026,266
359,alexander,devis,alexander.devis6@example.com,555-188-3197,173
360,alexandir,dawis,alexandir.dawis7@example.com,555-051-5726,241
361,alexander,davys,alexander.davys8@example.com,555-142-0805,267
362,elexander,daviz,elexander.daviz9@example.com,555-182-2505,240
363,alexander,davis,alexander.davis10@example.com,555-250-8317,210
364,alixander,devis,alixander.devis11@example.com,555-446-6176,244
365,alexander,davis,alexander.davis12@example.com,555-382-9446,227
366,alexender,davys,alexender.davys13@example.com,555-160-7380,191
367,alexander,daviz,alexander.daviz14@example.com,555-202-6730,245
368,alexaneer,eavis,alexaneer.eavis15@example.com,555-692-0340,179
369,alexandir,devis,alexandir.devis16@example.com,555-299-6751,217
370,alexandes,dawis,alexandes.dawis17@example.com,555-649-7808,265
371,elexander,davys,elexander.davys18@example.com,555-257-1277,256
372,amexander,daviz,amexander.daviz19@example.com,555-296-6855,223
373,alixander,davis,alixander.davis20@example.com,555-579-3438,268
374,aleyander,devis,aleyander.devis21@example.com,555-306-0216,188
375,alexender,davis,alexender.davis22@example.com,555-559-9335,268
376,alexaoder,davys,alexaoder.davys23@example.com,555-317-6231,186
377,alexander,daviz,alexander.daviz24@example.com,555-781-4178,244
378,alexandir,eavis,alexandir.eavis25@example.com,555-158-6946,269
379,alexander,devis,alexander.devis26@example.com,555-754-3077,197
380,elexander,dawis,elexander.dawis27@example.com,555-834-1580,198
381,alexander,davys,alexander.davys28@example.com,555-964-0160,188
382,alixander,daviz,alixander.daviz29@example.com,555-688-0672,197
383,alexander,davis,alexander.davis30@example.com,555-439-6039,240
384,alexender,devis,alexender.devis31@example.com,555-705-7373,227
385,alexander,davis,alexander.davis32@example.com,555-282-4940,232
386,alexaneer,davys,alexaneer.davys33@example.com,555-375-0874,201
387,alexandir,daviz,alexandir.daviz34@example.com,555-593-2541,218
388,alexandes,eavis,alexandes.eavis35@example.com,555-282-5310,250
389,elexander,devis,elexander.devis36@example.com,555-971-2736,215
390,amexander,dawis,amexander.dawis37@example.com,555-408-4549,174
391,alixander,davys,alixander.davys38@example.com,555-948-2070,189
392,aleyander,daviz,aleyander.daviz39@example.com,555-206-8746,245
393,alexender,davis,alexender.davis40@example.com,555-336-8304,184
394,alexaoder,devis,alexaoder.devis41@example.com,555-505-9583,197
395,alexander,davis,alexander.davis42@example.com,555-910-9678,180
396,alexandir,davys,alexandir.davys43@example.com,555-275-1920,183
397,alexander,daviz,alexander.daviz44@example.com,555-469-4968,177
398,elexander,eavis,elexander.eavis45@example.com,555-772-9549,215
399,alexander,devis,alexander.devis46@example.com,555-402-1881,243
400,alixander,dawis,alixander.dawis47@example.com,555-233-2679,233
401,alexander,davys,alexander.davys48@example.com,555-617-0408,205
402,alexender,daviz,alexender.daviz49@example.com,555-832-6538,247
403,awa,rudriguez,awa.rudriguez1@example.com,555-924-2329,279
404,ave,rodriguez,ave.rodriguez2@example.com,555-322-6356,260
405,eva,rodsiguez,eva.rodsiguez3@example.com,555-877-3011,327
406,ava,rodryguez,ava.rodryguez4@example.com,555-698-9120,286
407,ave,rodrihuez,ave.rodrihuez5@example.com,555-855-0386,302
408,eva,rodrigoez,eva.rodrigoez6@example.com,555-327-5046,294
409,awa,rodriguiz,awa.rodriguiz7@example.com,555-676-9178,296
410,ave,rodriguez,ave.rodriguez8@example.com,555-288-7489,327
411,eva,sodriguez,eva.sodriguez9@example.com,555-029-5280,295
412,ava,rudriguez,ava.rudriguez10@example.com,555-166-2612,320
413,ave,roeriguez,ave.roeriguez11@example.com,555-474-5254,260
414,eva,rodriguez,eva.rodriguez12@example.com,555-984-1888,338
415,awa,rodryguez,awa.rodryguez13@example.com,555-591-0923,308
416,ave,rodriguez,ave.rodriguez14@example.com,555-350-5666,318
417,eva,rodrigoez,eva.rodrigoez15@example.com,555-149-4513,320
418,ava,rodriguiz,ava.rodriguiz16@example.com,555-132-4674,334
419,ave,rodriguez,ave.rodriguez17@example.com,555-129-7085,255
420,eva,rodriguez,eva.rodriguez18@example.com,555-543-3365,245
421,awa,rudriguez,awa.rudriguez19@example.com,555-670-7887,333
422,ave,rodriguez,ave.rodriguez20@example.com,555-573-7807,258
423,eva,rodsiguez,eva.rodsiguez21@example.com,555-726-7366,290
424,ava,rodryguez,ava.rodryguez22@example.com,555-765-1835,302
425,ave,rodrihuez,ave.rodrihuez23@example.com,555-573-5416,338
426,eva,rodrigoez,eva.rodrigoez24@example.com,555-706-7898,323
427,awa,rodriguiz,awa.rodriguiz25@example.com,555-916-2230,276
428,ave,rodriguez,ave.rodriguez26@example.com,555-514-3399,255
429,eva,sodriguez,eva.sodriguez27@example.com,555-846-8420,307
430,ava,rudriguez,ava.rudriguez28@example.com,555-121-1267,266
431,ave,roeriguez,ave.roeriguez29@example.com,555-329-7556,319
432,eva,rodriguez,eva.rodriguez30@example.com,555-609-0717,293
433,awa,rodryguez,awa.rodryguez31@example.com,555-214-3147,332
434,ave,rodriguez,ave.rodriguez32@example.com,555-852-6393,304
435,eva,rodrigoez,eva.rodrigoez33@example.com,555-471-2022,299
436,ava,rodriguiz,ava.rodriguiz34@example.com,555-326-9765,330
437,ave,rodriguez,ave.rodriguez35@example.com,555-190-5066,336
438,eva,rodriguez,eva.rodriguez36@example.com,555-011-7790,326
439,awa,rudriguez,awa.rudriguez37@example.com,555-697-8579,259
440,ave,rodriguez,ave.rodriguez38@example.com,555-019-6472,257
441,eva,rodsiguez,eva.rodsiguez39@example.com,555-163-5751,278
442,ava,rodryguez,ava.rodryguez40@example.com,555-136-4716,335
